QuoteID,Quote,SupportingText,Audience,TopicCategory,Topic,Theme,SourceType,InspiredBy,Author,AttributionNote,OriginalTheme,SourceURL,Occasion,IllustrationTags,SourceLibrary,SourceFile,DuplicateOf,QualityStatus
SG329,Small experiments can answer career questions better than endless speculation.,,All,Business,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,,Career & Life Design,,,"work,office,learning",self_growth,data/library/self_growth_part_04.csv,,approved
SG330,Build forward from what you learn instead of judging every path by whether it was the original plan.,,All,Business,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,,Career & Life Design,,,"work,office,learning",self_growth,data/library/self_growth_part_04.csv,,approved
SG331,Creativity returns when judgment is not allowed to interrupt every beginning.,,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG332,Write before your inner critic has organized the meeting.,,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG333,Protect time to make things that do not need to impress anyone.,,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG334,"Creative confidence grows through practice, play, and permission.",,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG335,Pay attention to what delights you; curiosity can reopen blocked creative paths.,,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG336,Your work can be imperfect and still be alive.,,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG337,Create regularly enough that inspiration no longer has to arrive on command.,,All,Mindset,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,,Creativity & Recovery,,,"climbing,walking,alone",self_growth,data/library/self_growth_part_04.csv,,approved
SG338,Sleep is not lost time; it is biological preparation for tomorrow.,,All,Wellness,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG339,Protect your bedtime with the seriousness you give important appointments.,,All,Wellness,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG340,Performance declines when recovery is treated as optional.,,All,Wellness,Rest & Recovery,Discipline & Action,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG341,"A rested brain learns, regulates emotion, and makes decisions differently.",,All,Wellness,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG342,Consistency in sleep can matter as much as ambition in waking hours.,,All,Wellness,Rest & Recovery,Discipline & Action,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG343,Do not repeatedly borrow from sleep and expect your body never to collect.,,All,Wellness,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG344,"Recovery is part of productivity, not its opposite.",,All,Wellness,Rest & Recovery,Discipline & Action,inspired_by,Why We Sleep,Matthew Walker,,Sleep & Well-being,,,"sleep,rest,recovery",self_growth,data/library/self_growth_part_04.csv,,approved
SG345,"A meaningful life can be built from useful work, relationships, movement, and simple daily joy.",,All,Mindset,Purpose & Meaning,Happiness & Gratitude,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_04.csv,,approved
SG346,Purpose does not always arrive as a dramatic revelation; sometimes it is a reason to get up tomorrow.,,All,Mindset,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_04.csv,,approved
SG347,Stay connected to people who make life feel shared.,,All,Mindset,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_04.csv,,approved
SG348,"Keep doing work that engages your hands, mind, or heart.",,All,Mindset,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_04.csv,,approved
SG349,Small pleasures can support a long life when they are noticed and repeated.,,All,Mindset,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_04.csv,,approved
SG350,Movement woven into daily living can be more sustainable than occasional intensity.,,All,Mindset,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_04.csv,,approved
SG351,"Meaning grows where contribution, enjoyment, skill, and community begin to overlap.",,All,Mindset,Purpose & Meaning,Happiness & Gratitude,inspired_by,Ikigai,Héctor García & Francesc Miralles,,Purpose & Longevity,,,"journey,work,reading",self_growth,data/library/self_growth_part_05.csv,,approved
SG352,Stop hiding from the evidence of what you are capable of surviving.,,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG353,Discomfort can become training when it is chosen intelligently rather than worshipped blindly.,,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG354,Your past can explain you without giving you permission to remain unchanged.,,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG355,Accountability starts when excuses stop receiving special treatment.,,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG356,Keep proof of the hard things you have already done for the days when self-doubt returns.,,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG357,"Push beyond the first voice that says you are finished, while still respecting real injury and recovery.",,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG358,Mental toughness grows through repeated evidence that you can do difficult things.,,All,Wellness,Mental Health,Resilience,inspired_by,Can't Hurt Me,David Goggins,,Mental Toughness & Accountability,,,"peace,rest,reflection",self_growth,data/library/self_growth_part_05.csv,,approved
SG359,Begin with one completed task and let order create momentum.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
SG360,Small disciplines can steady you when the larger day becomes chaotic.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
SG361,Do not judge people before you have seen what they can endure or contribute.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
SG362,Some missions require help; strength includes knowing when to rely on a team.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
SG363,Failure can become training when you return with more discipline.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
SG364,Hope sometimes means continuing the work before the outcome is visible.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
SG365,Improve the small area you can control and carry that standard into the next one.,,All,Mindset,Discipline,Discipline & Action,inspired_by,Make Your Bed,William H. McRaven,,Discipline & Service,,,"work,training,focus",self_growth,data/library/self_growth_part_05.csv,,approved
UC001,Love is not just something to feel; it is something to live.,,All,Relationships,Love,Happiness & Gratitude,adapted,User submission,,,Love,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
UC002,Sometimes walking away is not ego. It is self-respect.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Self-respect,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC003,There is beauty in noticing what everyone else overlooks.,,All,Mindset,Gratitude,Happiness & Gratitude,adapted,User submission,,,Observation,,,"sunrise,coffee,family",user_curated,data/library/user_curated_part_01.csv,,approved
UC004,"Pain may stay for a while, but so can our reasons to smile.",,All,Mindset,Resilience,Resilience,adapted,User submission,,,Pain and hope,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC005,We can look at the same thing and still see different worlds.,,All,Relationships,Communication & Social Skills,Growth,adapted,User submission,,,Perspective,,,"conversation,friends,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC006,"The axe forgets, but the tree remembers.",,All,Values,Integrity & Character,Growth,traditional,Traditional proverb,African proverb,,Consequences,,,"standing-tall,helping,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC007,The love you give yourself becomes part of the foundation for your happiness.,,All,Mindset,Self-Belief,Self-Worth,adapted,User submission,,,Self-love,,,"confidence,standing-tall",user_curated,data/library/user_curated_part_01.csv,,approved
UC008,People make time for what they truly prioritize.,,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Priorities,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC009,Give your own heart some of the love you keep giving away.,,All,Wellness,Mental Health,Self-Worth,adapted,User submission,,,Self-love,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC010,Life is not a copied exam; everyone is answering a different set of questions.,,All,Mindset,Authenticity & Identity,Growth,adapted,User submission,,,Individual path,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC011,Sometimes silence says what words cannot carry.,,All,Wellness,Mental Health,Peace & Letting Go,adapted,User submission,,,Silence,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC012,"Families can pass down pain, but cycles can also be interrupted.",,All,Family,Family,Growth,adapted,User submission,,,Generational patterns,,,"family,home",user_curated,data/library/user_curated_part_01.csv,,approved
UC013,Some truths only become visible when you are willing to look into uncomfortable places.,,All,Mindset,Growth,Courage,adapted,User submission,,,Truth,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC014,"A real friend is not measured by the crowd around you, but by who stays when the crowd turns away.",,All,Relationships,Friendship,Happiness & Gratitude,adapted,User submission,,,Friendship,,,"friends,group,laughter",user_curated,data/library/user_curated_part_01.csv,,approved
UC015,Sometimes people ignore what hurt you and focus only on how you reacted.,,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Conflict,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC016,"It hurts when you know you would have shown up for them without hesitation, and they chose not to do the same.",,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Reciprocity,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC017,"I can be imperfect, complicated, healing, and still worthy of liking who I am.",,Women,Wellness,Body Confidence,Self-Worth,adapted,User submission,,,Self-acceptance,,,"fitness,confidence",user_curated,data/library/user_curated_part_01.csv,,approved
UC018,Watching someone finally meet the consequences of how they treated others can feel like closure.,,All,Relationships,Breakups,Peace & Letting Go,adapted,User submission,,,Karma and closure,,,"alone,healing",user_curated,data/library/user_curated_part_01.csv,,approved
UC019,Some of your hardest battles happen between what you know and what you still feel.,,All,Wellness,Mental Health,Resilience,adapted,User submission,,,Head vs heart,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC020,"I may not know where life is taking me, but I can still choose trust over panic.",,All,Values,Spirituality,Hope,adapted,User submission,,,Faith,,,"meditation,prayer,nature",user_curated,data/library/user_curated_part_01.csv,,approved
UC021,"If things are not okay yet, maybe the story is not finished yet.",,All,Mindset,Hope,Hope,adapted,User submission,,,Hope,,,"sunrise,journey",user_curated,data/library/user_curated_part_01.csv,,approved
UC022,Talk about your blessings often enough that your burdens are not the only thing shaping your attention.,,All,Mindset,Gratitude,Happiness & Gratitude,adapted,User submission,,,Focus,,,"sunrise,coffee,family",user_curated,data/library/user_curated_part_01.csv,,approved
UC024,Some feelings are real long before they are easy to explain.,,All,Wellness,Mental Health,Peace & Letting Go,adapted,User submission,,,Emotions,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC025,Choosing your own company over poor company takes more strength than people realize.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Solitude,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC026,What you repeatedly focus on can shape what possibilities you notice next.,,All,Mindset,Growth,Growth,adapted,User submission,,,Attention,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC028,Yesterday's pain does not deserve to steal all of today's happiness.,,All,Mindset,Happiness,Happiness & Gratitude,adapted,User submission,,,Present moment,,,"laughter,dancing,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC030,Seeing clearly means learning to separate what is real from what only looks convincing.,,All,Mindset,Growth,Growth,adapted,User submission,,,Perception,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC031,Trying again after everything can be one of the most beautiful things a person does.,,All,Mindset,Resilience,Resilience,adapted,User submission,,,Trying again,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC032,A memory can shake you for a moment without deciding where you go next.,,All,Mindset,Resilience,Resilience,adapted,User submission,,,Memory,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC033,Life brings both joy and grief; our choices still shape what we carry forward.,,All,Mindset,Growth,Growth,adapted,User submission,,,Choice,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC034,Value your parents while you still have the chance to show them what they mean to you.,,All,Family,Family,Happiness & Gratitude,adapted,User submission,,,Parents,,,"family,home",user_curated,data/library/user_curated_part_01.csv,,approved
UC035,Sometimes distance is created because losing that distance feels even more frightening.,,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Distance,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC036,Trust can be generous without becoming blind.,,All,Relationships,Relationships,Growth,adapted,User submission,,,Trust,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC037,"Pain can teach, and lessons can change the person who carries them.",,All,Mindset,Growth,Resilience,adapted,User submission,,,Pain and lessons,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC038,A smile does not prove life is perfect; sometimes it simply shows gratitude for what is still good.,,All,Mindset,Gratitude,Happiness & Gratitude,adapted,User submission,,,Gratitude,,,"sunrise,coffee,family",user_curated,data/library/user_curated_part_01.csv,,approved
UC039,Look for the good in people without pretending their harmful behavior does not exist.,,All,Relationships,Communication & Social Skills,Growth,adapted,User submission,,,Imperfection,,,"conversation,friends,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC040,Remember the people who helped you feel alive again when you had almost forgotten how.,,All,Relationships,Friendship,Happiness & Gratitude,adapted,User submission,,,Support,,,"friends,group,laughter",user_curated,data/library/user_curated_part_01.csv,,approved
UC041,An understanding silence can be worth more than a room full of empty words.,,All,Relationships,Communication & Social Skills,Peace & Letting Go,adapted,User submission,,,Silence,,,"conversation,friends,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC042,"If you get a chance to make someone's day lighter, take it. You may never know what they are carrying.",,All,Values,Kindness,Happiness & Gratitude,adapted,User submission,,,Kindness,,,"helping,friends,family",user_curated,data/library/user_curated_part_01.csv,,approved
UC043,"When life gets hard, build the strength to meet it instead of waiting for everything to become easy.",,All,Mindset,Resilience,Resilience,adapted,User submission,,,Strength,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC044,Not every family bond is healthy. Accepting that truth can be part of protecting your peace.,,All,Family,Family,Peace & Letting Go,adapted,User submission,,,Family boundaries,,,"family,home",user_curated,data/library/user_curated_part_01.csv,,approved
UC045,People can care about your performance and still forget to ask how you are doing. Protect both your wellbeing and your standards.,,All,Lifestyle,Work-Life Balance,Peace & Letting Go,adapted,User submission,,,Mental health and performance,,,"rest,work,coffee",user_curated,data/library/user_curated_part_01.csv,,approved
UC046,"The final strike may break the stone, but every strike before it helped create the result.",,All,Mindset,Discipline,Discipline & Action,adapted,User submission,,,Consistency,,,"work,training,focus",user_curated,data/library/user_curated_part_01.csv,,approved
UC047,"Some doors close quietly, but quiet endings are still endings.",,All,Relationships,Breakups,Peace & Letting Go,adapted,User submission,,,Endings,,,"alone,healing",user_curated,data/library/user_curated_part_01.csv,,approved
UC048,Do not trade away your originality just to make yourself easier for others to accept.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Originality,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC049,Give without becoming easy to use. Love without abandoning yourself. Trust without losing judgment. Listen without losing your own voice.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Boundaries,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC050,Your life is shaped by choices. Even the messy ones can become part of a story you learn to own.,,All,Mindset,Growth,Growth,adapted,User submission,,,Choice,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC051,"Your early adult years can build momentum for your future, but one season never decides your whole life.",,Adults,Mindset,Goals,Discipline & Action,adapted,User submission,,,Young adulthood,,,"planning,desk,journey",user_curated,data/library/user_curated_part_01.csv,,approved
UC052,Only a few people get close enough to truly hurt you; most opinions deserve far less power.,,All,Mindset,Peace,Self-Worth,adapted,User submission,,,Emotional boundaries,,,"meditation,nature,quiet",user_curated,data/library/user_curated_part_01.csv,,approved
UC053,"We know what we are, but know not what we may be.",,All,Mindset,Growth,Becoming,direct,Hamlet,William Shakespeare,,Becoming,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC054,"Before speaking, ask whether your words are true, necessary, and kind.",,All,Relationships,Communication & Social Skills,Growth,adapted,User submission,,,Speech,,,"conversation,friends,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC055,Repeated hurt can be a signal that a relationship is asking you to choose yourself.,,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Letting go,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC056,Peaceful solitude can be better than company that makes you feel alone.,,All,Mindset,Peace,Peace & Letting Go,adapted,User submission,,,Loneliness,,,"meditation,nature,quiet",user_curated,data/library/user_curated_part_01.csv,,approved
UC057,People we love can leave our lives and still remain part of our hearts.,,All,Relationships,Love,Happiness & Gratitude,adapted,User submission,,,Loss,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
UC058,"Give freely, but do not assume everyone knows how to return what you give.",,All,Relationships,Relationships,Growth,adapted,User submission,,,Expectations,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC059,"Even broken into pieces, a heart can still remember how deeply it once loved.",,All,Relationships,Love,Resilience,adapted,User submission,,,Love,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
UC060,Losing yourself for someone is too high a price for keeping them.,,All,Relationships,Relationships,Self-Worth,adapted,User submission,,,Self-loss,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC061,Time does not always change people; often it gives you enough distance to see them more clearly.,,All,Mindset,Growth,Growth,adapted,User submission,,,Time and character,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC062,Some endings make room for beginnings you could not see before.,,All,Mindset,Growth,Hope,adapted,User submission,,,Endings,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC063,"Respect does not require agreement, but it does require boundaries on how we treat each other.",,All,Values,Integrity & Character,Self-Worth,adapted,User submission,,,Respect,,,"standing-tall,helping,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC064,"A smile can be courage, gratitude, or simply the decision to keep going.",,All,Mindset,Resilience,Keep Going,adapted,User submission,,,Smiling,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC065,"There is nothing either good or bad, but thinking makes it so.",,All,Mindset,Growth,Growth,direct,Hamlet,William Shakespeare,,Perspective,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC066,Life is too short to let other people's opinions become your full-time job.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Opinions,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC067,Not everyone has earned access to the deepest parts of you.,,All,Mindset,Peace,Self-Worth,adapted,User submission,,,Privacy,,,"meditation,nature,quiet",user_curated,data/library/user_curated_part_01.csv,,approved
UC068,Build enough of your own footing that one person's change cannot collapse your whole world.,,All,Mindset,Self-Belief,Self-Worth,adapted,User submission,,,Independence,,,"confidence,standing-tall",user_curated,data/library/user_curated_part_01.csv,,approved
UC069,Hatred keeps you emotionally tied to the person you want to escape.,,All,Mindset,Peace,Peace & Letting Go,adapted,User submission,,,Hatred,,,"meditation,nature,quiet",user_curated,data/library/user_curated_part_01.csv,,approved
UC070,"Some of the best places to live are in someone's thoughts, prayers, and heart.",,All,Relationships,Love,Happiness & Gratitude,adapted,User submission,,,Love,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
UC071,An overthinking mind and a sensitive heart can make ordinary days feel unusually heavy.,,All,Wellness,Mental Health,Peace & Letting Go,adapted,User submission,,,Overthinking,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC072,Let go of what you keep forcing and notice what chooses to stay.,,All,Mindset,Peace,Peace & Letting Go,adapted,User submission,,,Letting go,,,"meditation,nature,quiet",user_curated,data/library/user_curated_part_01.csv,,approved
UC073,Rest can feel rare when both the mind and the heart refuse to switch off.,,All,Wellness,Rest & Recovery,Peace & Letting Go,adapted,User submission,,,Sleep,,,"sleep,rest,recovery",user_curated,data/library/user_curated_part_01.csv,,approved
UC074,Finding someone new is easy compared with finding someone genuine.,,All,Relationships,Relationships,Growth,adapted,User submission,,,Authenticity,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC075,Do not perform strength for people who would celebrate your pain. Heal for yourself instead.,,All,Wellness,Mental Health,Self-Worth,adapted,User submission,,,Healing,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC076,Kindness is not permission for someone to cross your boundaries repeatedly.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Boundaries,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC077,Greatness is measured less by what you collect than by what you contribute.,,All,Mindset,Purpose & Meaning,Happiness & Gratitude,adapted,User submission,,,Contribution,,,"journey,work,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC078,"Positive thinking cannot solve everything, but the way you think still shapes the way you meet difficulty.",,All,Mindset,Growth,Growth,adapted,User submission,,,Positive thinking,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC079,Keep some ownership of your happiness instead of placing it entirely in someone else's hands.,,All,Mindset,Self-Belief,Self-Worth,adapted,User submission,,,Happiness,,,"confidence,standing-tall",user_curated,data/library/user_curated_part_01.csv,,approved
UC080,Someone can carry something gracefully and still be carrying something heavy.,,All,Wellness,Mental Health,Happiness & Gratitude,adapted,User submission,,,Hidden struggles,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC081,A birthday is also a quiet reminder of the mother who once heard your first cry.,,All,Family,Mother,Happiness & Gratitude,adapted,User submission,,,Birthday and mother,,,"mother-child,mom",user_curated,data/library/user_curated_part_01.csv,,approved
UC082,"Sincerity should be met with respect, not tested like a weakness.",,All,Values,Integrity & Character,Growth,adapted,User submission,,,Sincerity,,,"standing-tall,helping,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC083,The same pressure can soften one person and strengthen another; character shapes what circumstances become.,,All,Mindset,Resilience,Resilience,adapted,User submission,,,Circumstances,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC084,No one has your back quite like a loving mother. Appreciate her while you can.,,All,Family,Mother,Happiness & Gratitude,adapted,User submission,,,Mother,,,"mother-child,mom",user_curated,data/library/user_curated_part_01.csv,,approved
UC085,Stop performing a version of yourself that was built for other people's approval.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Be yourself,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC086,It hurts to keep believing in someone who keeps choosing distance.,,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Repeated disappointment,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC088,Life always has a 'but.' Keep finding your 'whatever comes next.',,All,Mindset,Resilience,Keep Going,adapted,User submission,,,Resilience,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC089,People are a little like art: understanding them takes more than a quick glance.,,All,Relationships,Communication & Social Skills,Growth,adapted,User submission,,,Understanding people,,,"conversation,friends,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC090,"Do not let anyone shame you for having trusted, loved, or made a sincere choice.",,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,No shame,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC092,Social media can make people disappear from your messages while still keeping up with your life.,,All,Lifestyle,Funny & Relatable,Growth,adapted,User submission,,,Instagram,,,"laughter,coffee,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC093,"Love should be felt while people are here, not only remembered after they are gone.",,All,Relationships,Love,Happiness & Gratitude,adapted,User submission,,,Love,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
UC094,Happiness is less about getting everything you want and more about appreciating what is already yours.,,All,Mindset,Happiness,Happiness & Gratitude,adapted,User submission,,,Happiness,,,"laughter,dancing,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC095,Some days feel like your life was written by someone still deciding whether the plot likes you.,,All,Lifestyle,Funny & Relatable,Growth,adapted,User submission,,,Relatable,,,"laughter,coffee,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC096,Understanding more can sometimes make the world feel heavier. Wisdom also means learning how to carry what you know.,,All,Wellness,Mental Health,Growth,adapted,User submission,,,Sadness and intelligence,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC098,Sometimes we break our own rules because someone feels worth the risk.,,All,Relationships,Love,Growth,adapted,User submission,,,Love and risk,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
